profile,requested_blocks_per_seed,snr_db,checkpoint_idx,blocks_per_seed,pooled_blocks,mode_id,modulation,pooled_ber,pooled_se,ci95_low,ci95_high,overlaps_ber_target,z_ab
deep,70000,22.75,12,60000,120000,0,BPSK,0.00137138671875,4.5349793809635526e-05,0.0012825011228831144,0.0014602723146168858,False,0.3823467888000504
deep,70000,22.75,12,60000,120000,1,QPSK,0.0027113199869791666,6.407319412629708e-05,0.0025857365264916245,0.0028369034474667086,False,0.1250209612148478
deep,70000,22.75,12,60000,120000,2,16QAM,0.010177669270833333,0.00011514348108584421,0.00995198804790508,0.010403350493761588,True,0.8350502692076661
deep,70000,22.75,12,60000,120000,3,64QAM,0.030632933666087964,0.00017584110199457038,0.030288285106178606,0.03097758222599732,False,1.4134237965097098
deep,70000,22.75,13,65000,130000,0,BPSK,0.0013603916266025642,4.3385047070607136e-05,0.0012753569343441741,0.0014454263188609542,False,0.3944290806435956
deep,70000,22.75,13,65000,130000,1,QPSK,0.0026892252604166665,6.129842770418692e-05,0.0025690803421164602,0.0028093701787168727,False,0.10747446657193917
deep,70000,22.75,13,65000,130000,2,16QAM,0.010133380909455128,0.00011023852028061507,0.009917313409705123,0.010349448409205134,True,0.735128882402846
deep,70000,22.75,13,65000,130000,3,64QAM,0.030607418536324787,0.00016856146381957253,0.030277038067238426,0.03093779900541115,False,1.3069797671255339
deep,70000,22.75,14,70000,140000,0,BPSK,0.0013678292410714285,4.206436028159984e-05,0.0012853830949194928,0.0014502753872233643,False,0.3548706947700958
deep,70000,22.75,14,70000,140000,1,QPSK,0.0026950172061011904,5.926789515243949e-05,0.002578852131602409,0.002811182280599972,False,0.7611227657095743
deep,70000,22.75,14,70000,140000,2,16QAM,0.010138460286458333,0.00010634887784389598,0.009930016485884296,0.01034690408703237,True,1.2249651620668123
deep,70000,22.75,14,70000,140000,3,64QAM,0.030597901940724207,0.00016247634543475593,0.030279448303672084,0.03091635557777633,False,1.6146320844715465
deep,70000,28.25,1,5000,10000,0,BPSK,0.00047858072916666665,0.00010278004729771405,0.00027713183646314713,0.0006800296218701862,False,0.9761163445097902
